precision,recall,threshold
0.5,1.0,9.527412e-06
0.501002004008016,1.0,9.723849e-06
0.5011693952555963,1.0,9.723858e-06
0.5013368983957219,1.0,1.756091e-05
0.5014206919605549,1.0,2.359421e-05
0.5015045135406219,1.0,2.8381011e-05
0.5015883631499749,1.0,2.849864e-05
0.5017561465127948,1.0,3.0078047e-05
0.502092050209205,1.0,3.338918e-05
0.5022601707684581,1.0,4.673297e-05
0.5023442732752846,1.0,4.9499056e-05
0.5025125628140703,1.0,5.1890373e-05
0.5025967498743508,1.0,5.6391087e-05
0.5026809651474531,1.0,5.6751836e-05
0.5029337803855826,1.0,7.73385e-05
0.5030181086519114,1.0,8.562922e-05
0.5031024652020795,1.0,9.27501e-05
0.5032712632108707,1.0,0.000117188574
0.5034401745259272,1.0,0.00013681894
0.5035246727089627,1.0,0.00014654583
0.503693754197448,1.0,0.00014892522
0.5038629492777964,1.0,0.00014911378
0.5039475894506972,1.0,0.00015065644
0.504116955133591,1.0,0.00015458035
0.5042016806722689,1.0,0.00015898194
0.5042864346949067,1.0,0.00018281162
0.5044560282495376,1.0,0.00018852782
0.5045408678102926,1.0,0.00020604825
0.5047106325706595,1.0,0.00021220076
0.5047955577990914,1.0,0.00021285262
0.5048805116122518,1.0,0.00021595166
0.504965494024575,1.0,0.00023417735
0.5053057099545225,1.0,0.00023710186
0.5054759898904801,1.0,0.00027854703
0.5055611729019212,1.0,0.0002933239
0.5062436719541006,1.0,0.00031873104
0.5063291139240507,1.0,0.00032315572
0.5065000844166807,1.0,0.00033940226
0.5065856129685917,1.0,0.00034575915
0.5066711704104037,1.0,0.00034576064
0.5067567567567568,1.0,0.0003822085
0.5068423720223011,1.0,0.00041046858
0.5069280162216965,1.0,0.00042502492
0.507013689369613,1.0,0.0004680005
0.5071851225697379,1.0,0.0004896046
0.5074424898511503,1.0,0.00048960507
0.5075283369988157,1.0,0.0004949204
0.5076142131979695,1.0,0.0004971703
0.5077001184633609,1.0,0.0005145925
0.5076167907921463,0.9996666666666667,0.00052066514
0.5077886894683373,0.9996666666666667,0.0005223849
0.5079607046070461,0.9996666666666667,0.000582788
0.5080467558868372,0.9996666666666667,0.0005874186
0.508132836326669,0.9996666666666667,0.00062265835
0.5082189459413659,0.9996666666666667,0.0006301999
0.5085636764456504,0.9996666666666667,0.00066505204
0.5086499321573948,0.9996666666666667,0.0006866156
0.5085665818490246,0.9993333333333333,0.0006880921
0.5086528673227011,0.9993333333333333,0.0007016507
0.5087391820804344,0.9993333333333333,0.000701651
0.508825526137135,0.9993333333333333,0.0007613744
0.5089118995077236,0.9993333333333333,0.0007689218
0.5088285229202038,0.999,0.00080383505
0.5090013586956522,0.999,0.00085961004
0.5091743119266054,0.999,0.00086381886
0.5092608326253186,0.999,0.0008708099
0.5094339622641509,0.999,0.000908865
0.509350561033662,0.9986666666666667,0.0009377183
0.5094371705492263,0.9986666666666667,0.000962108
0.5096971759101735,0.9986666666666667,0.0009737956
0.5098706603131382,0.9986666666666667,0.0010337018
0.5099574468085106,0.9986666666666667,0.0010337023
0.5102179836512262,0.9986666666666667,0.0010401901
0.5105657805044308,0.9986666666666667,0.0010721311
0.5107398568019093,0.9986666666666667,0.0010763863
0.5109140518417462,0.9986666666666667,0.0011358653
0.5110011939280232,0.9986666666666667,0.0011828177
0.5112627986348123,0.9986666666666667,0.0012656885
0.5114373506316149,0.9986666666666667,0.0012835519
0.5116120218579235,0.9986666666666667,0.0013178707
0.5116994022203245,0.9986666666666667,0.0013186918
0.5117868124359413,0.9986666666666667,0.0013418423
0.5124871707150188,0.9986666666666667,0.0013578242
0.5126625598904859,0.9986666666666667,0.0014367263
0.5127502995036796,0.9986666666666667,0.0014714132
0.5128380691543992,0.9986666666666667,0.0015629542
0.5129258688580722,0.9986666666666667,0.0016063519
0.513013698630137,0.9986666666666667,0.001606355
0.5131015584860421,0.9986666666666667,0.0016902639
0.5132773685112215,0.9986666666666667,0.001830304
0.5133653187114462,0.9986666666666667,0.0018905615
0.5134532990574122,0.9986666666666667,0.0019822
0.5135413095646212,0.9986666666666667,0.0019953973
0.5136293502485856,0.9986666666666667,0.0020242147
0.5137174211248285,0.9986666666666667,0.0020415334
0.5138055222088835,0.9986666666666667,0.002184343
0.513893653516295,0.9986666666666667,0.0021851491
0.513981815062618,0.9986666666666667,0.0022053006
0.514070006863418,0.9986666666666667,0.0022546495
0.5142464812907656,0.9986666666666667,0.0022681267
0.5143347639484979,0.9986666666666667,0.0022846838
0.5144230769230769,0.9986666666666667,0.0023295933
0.5145997938852628,0.9986666666666667,0.0024108628
0.5146881979041402,0.9986666666666667,0.0024123588
0.5152192605331041,0.9986666666666667,0.0024553696
0.5153965250301049,0.9986666666666667,0.002508416
0.5154852030282174,0.9986666666666667,0.0025266889
0.5158402203856749,0.9986666666666667,0.0025509214
0.5159290511451696,0.9986666666666667,0.0025533354
0.5162846803377563,0.9986666666666667,0.0026399135
0.5163736642537056,0.9986666666666667,0.002651527
0.5164626788484744,0.9986666666666667,0.002669146
0.516551724137931,0.9986666666666667,0.0027957605
0.5166408001379548,0.9986666666666667,0.0028460964
0.5168190443332759,0.9986666666666667,0.0028464186
0.5169082125603864,0.9986666666666667,0.002870644
0.5169974115616911,0.9986666666666667,0.0028938241
0.5170866413531239,0.9986666666666667,0.0030714297
0.5186980609418282,0.9986666666666667,0.0030717624
0.5187878787878788,0.9986666666666667,0.003098645
0.5188777277450641,0.9986666666666667,0.0031447518
0.5189676078295513,0.9986666666666667,0.0031493832
0.5190575190575191,0.9986666666666667,0.0031546403
0.5191474614451568,0.9986666666666667,0.0033548828
0.5193274397642572,0.9986666666666667,0.003458621
0.5196877710320902,0.9986666666666667,0.003659869
0.5196044413601666,0.9983333333333333,0.0037381044
0.5197847969455051,0.9983333333333333,0.0037793147
0.5198750216976219,0.9983333333333333,0.0038404474
0.520055565202292,0.9983333333333333,0.0038567062
0.5201458839874956,0.9983333333333333,0.0038955575
0.520326615705351,0.9983333333333333,0.0047053564
0.5204170286707211,0.9983333333333333,0.0047411798
0.5205074730622176,0.9983333333333333,0.005002162
0.5206884561891516,0.9983333333333333,0.005002586
0.5207789949573988,0.9983333333333333,0.005198739
0.5208695652173913,0.9983333333333333,0.0052302615
0.5207862236910767,0.998,0.005255814
0.5209674612841483,0.998,0.0053637186
0.5213303151662894,0.998,0.0053989342
0.5214211076280042,0.998,0.0055808225
0.521602787456446,0.998,0.005778398
0.5216936748562467,0.998,0.0058010523
0.5217845939351691,0.998,0.0058562513
0.5221485873735612,0.998,0.005856676
0.5223307745987439,0.998,0.005890145
0.522695530726257,0.998,0.0058901506
0.5228780998952148,0.998,0.0059864507
0.5229694323144105,0.998,0.0060023977
0.5230607966457023,0.998,0.006055935
0.5231521929058186,0.998,0.0062384354
0.5233350812794966,0.998,0.0064234324
0.5234265734265734,0.998,0.006462136
0.5235180975695052,0.998,0.0064742183
0.5237012419100927,0.998,0.00672475
0.5238845144356955,0.998,0.007200912
0.5239761988099405,0.998,0.0072765225
0.5241596638655462,0.998,0.0072874282
0.5243432574430823,0.998,0.007405194
0.5242599404449115,0.9976666666666667,0.007456122
0.5243517869656622,0.9976666666666667,0.007498155
0.5245355765860498,0.9976666666666667,0.007595705
0.5246275197195442,0.9976666666666667,0.007744181
0.5262880253209073,0.9976666666666667,0.007848125
0.5264731750219876,0.9976666666666667,0.007903548
0.5266584550413514,0.9976666666666667,0.007903626
0.5267511439633932,0.9976666666666667,0.008130817
0.5266678401689844,0.9973333333333333,0.008135029
0.5267605633802817,0.9973333333333333,0.00841649
0.5269461077844312,0.9973333333333333,0.00841893
0.527038929011802,0.9973333333333333,0.008469352
0.5273175890024674,0.9973333333333333,0.008488493
0.5272342675832893,0.997,0.008621842
0.527327221438646,0.997,0.008704567
0.5276062797671547,0.997,0.008745156
0.5275229357798165,0.9966666666666667,0.008871452
0.5276160225869067,0.9966666666666667,0.008882359
0.5277091422520297,0.9966666666666667,0.009139082
0.527802294792586,0.9966666666666667,0.00920245
0.5278954802259888,0.9966666666666667,0.009243408
0.5279886985696627,0.9966666666666667,0.009310066
0.5282685512367491,0.9966666666666667,0.009420804
0.5283619013960064,0.9966666666666667,0.009425443
0.5284552845528455,0.9966666666666667,0.009615767
0.5285487007247658,0.9966666666666667,0.009615776
0.5287356321839081,0.9966666666666667,0.010288098
0.5286522815705695,0.9963333333333333,0.010304371
0.5287457986909605,0.9963333333333333,0.010358479
0.5288393489030432,0.9963333333333333,0.010365134
0.5289329322243851,0.9963333333333333,0.010404259
0.5290265486725664,0.9963333333333333,0.010649186
0.5289431757833245,0.996,0.01067716
0.5290368271954674,0.996,0.011050655
0.5292242295430393,0.996,0.011628856
0.5293179805137289,0.996,0.012094955
0.5292345854004252,0.9956666666666667,0.012172974
0.5293283714336345,0.9956666666666667,0.012361176
0.5292449485997873,0.9953333333333333,0.012948903
0.529526511792871,0.9953333333333333,0.0130721005
0.529714387085329,0.9953333333333333,0.01307362
0.5298083747338538,0.9953333333333333,0.013651215
0.530373001776199,0.9953333333333333,0.013735019
0.53046722330787,0.9953333333333333,0.013788003
0.5303837953091685,0.995,0.013936268
0.5303003376577217,0.9946666666666667,0.014129054
0.5303945965161749,0.9946666666666667,0.01412906
0.5307719672714336,0.9946666666666667,0.014134854
0.5308663938800925,0.9946666666666667,0.014161184
0.5311498754004984,0.9946666666666667,0.014286607
0.5312444365319565,0.9946666666666667,0.014343737
0.5311609686609686,0.9943333333333333,0.014367844
0.5312555654496883,0.9943333333333333,0.014713199
0.5313501959387246,0.9943333333333333,0.014717221
0.5314448601460894,0.9943333333333333,0.014719261
0.5313613684960798,0.994,0.014773313
0.5321199143468951,0.994,0.014773362
0.532309889325241,0.994,0.014789007
0.5326902465166131,0.994,0.01500941
0.5331664580725908,0.994,0.015160922
0.5332618025751072,0.994,0.015221409
0.5333571811840457,0.994,0.015405873
0.5334525939177102,0.994,0.015438642
0.5335480407944176,0.994,0.015534873
0.5336435218324982,0.994,0.015648562
