fpr,tpr,threshold
0.0,0.0,inf
0.0,0.0003333333333333333,1.237762
0.001,0.0003333333333333333,1.2073383
0.001,0.001,1.1679149
0.0013333333333333333,0.001,1.1603131
0.0013333333333333333,0.0016666666666666668,1.1280227
0.0016666666666666668,0.0016666666666666668,1.123677
0.0023333333333333335,0.0016666666666666668,1.1091328
0.0026666666666666666,0.0016666666666666668,1.0789691
0.0026666666666666666,0.002,1.0687064
0.005666666666666667,0.002,1.0279167
0.005666666666666667,0.0023333333333333335,1.0231738
0.006666666666666667,0.0023333333333333335,1.0201436
0.007333333333333333,0.0023333333333333335,1.019382
0.007333333333333333,0.0033333333333333335,1.001472
0.007666666666666666,0.0033333333333333335,1.0004199
0.007666666666666666,0.004,0.9993441
0.009333333333333334,0.004,0.9934969
0.009333333333333334,0.005,0.99257714
0.009666666666666667,0.005,0.99152243
0.009666666666666667,0.005333333333333333,0.9902674
0.010333333333333333,0.005333333333333333,0.98813605
0.010333333333333333,0.005666666666666667,0.98625517
0.010666666666666666,0.005666666666666667,0.98578167
0.012,0.006,0.98578155
0.012,0.006666666666666667,0.9857187
0.013333333333333334,0.006666666666666667,0.9835174
0.015333333333333332,0.006666666666666667,0.9833967
0.016,0.006666666666666667,0.98193085
0.01633333333333333,0.006666666666666667,0.98115647
0.017,0.006666666666666667,0.97988355
0.017666666666666667,0.006666666666666667,0.97755516
0.017666666666666667,0.007,0.97752357
0.018,0.007,0.9753767
0.019333333333333334,0.007,0.97232246
0.019333333333333334,0.007666666666666666,0.97214586
0.02,0.007666666666666666,0.9694984
0.02,0.008,0.9692128
0.021,0.008,0.96706605
0.021666666666666667,0.008,0.9664595
0.023,0.008,0.96616286
0.023,0.008666666666666666,0.9644243
0.025333333333333333,0.008666666666666666,0.96063685
0.025333333333333333,0.009333333333333334,0.95974874
0.025666666666666667,0.009333333333333334,0.9589196
0.025666666666666667,0.009666666666666667,0.9585166
0.026,0.009666666666666667,0.9584447
0.027333333333333334,0.009666666666666667,0.95714086
0.027333333333333334,0.011,0.9550029
0.027333333333333334,0.011666666666666667,0.95458597
0.03,0.011666666666666667,0.95434314
0.030666666666666665,0.011666666666666667,0.9542239
0.030666666666666665,0.012333333333333333,0.9540657
0.03166666666666667,0.012333333333333333,0.95288384
0.03166666666666667,0.012666666666666666,0.9526968
0.032,0.012666666666666666,0.9525161
0.032,0.013,0.95192355
0.03266666666666666,0.013,0.9510923
0.03266666666666666,0.013333333333333334,0.9504454
0.033,0.013333333333333334,0.94951016
0.033666666666666664,0.013333333333333334,0.94869876
0.033666666666666664,0.013666666666666667,0.94752586
0.034333333333333334,0.013666666666666667,0.9471704
0.034333333333333334,0.014,0.9460277
0.034666666666666665,0.014,0.9456632
0.035333333333333335,0.014,0.94514483
0.03666666666666667,0.014,0.94304466
0.038,0.014,0.9428711
0.038,0.015333333333333332,0.9391493
0.03833333333333333,0.015333333333333332,0.938921
0.03833333333333333,0.015666666666666666,0.93756497
0.03866666666666667,0.015666666666666666,0.9371457
0.03866666666666667,0.016,0.9369197
0.039,0.016,0.93539375
0.045,0.016,0.93502945
0.04533333333333334,0.016,0.9338501
0.04533333333333334,0.01633333333333333,0.930617
0.046,0.01633333333333333,0.9296217
0.048,0.01633333333333333,0.9296215
0.048,0.017,0.9290725
0.048666666666666664,0.017,0.92880654
0.048666666666666664,0.017333333333333333,0.9284389
0.049,0.017333333333333333,0.9268384
0.049,0.018333333333333333,0.92388093
0.04933333333333333,0.018333333333333333,0.92369246
0.04933333333333333,0.02033333333333333,0.9216248
0.05,0.02033333333333333,0.9213636
0.05,0.021,0.92016065
0.050666666666666665,0.021,0.9194461
0.050666666666666665,0.021333333333333333,0.9188819
0.051333333333333335,0.021333333333333333,0.91866505
0.052333333333333336,0.021333333333333333,0.9127686
0.052333333333333336,0.021666666666666667,0.91209286
0.053,0.021666666666666667,0.91100574
0.053,0.022,0.90963495
0.05566666666666667,0.022,0.90468466
0.05566666666666667,0.023,0.9033157
0.056,0.023,0.9029162
0.056,0.023333333333333334,0.9021127
0.056666666666666664,0.023333333333333334,0.90107906
0.056666666666666664,0.023666666666666666,0.9010134
0.058333333333333334,0.023666666666666666,0.8964046
0.058333333333333334,0.024,0.8961921
0.058666666666666666,0.024,0.89608026
0.058666666666666666,0.024333333333333332,0.89431536
0.059,0.024333333333333332,0.89273715
0.059,0.024666666666666667,0.8923748
0.06,0.024666666666666667,0.89202297
0.06,0.025,0.89197254
0.060333333333333336,0.025,0.89000344
0.060333333333333336,0.025333333333333333,0.88939106
0.06133333333333333,0.025333333333333333,0.88824797
0.06133333333333333,0.026,0.886752
0.06166666666666667,0.026,0.8852087
0.06166666666666667,0.026333333333333334,0.88493085
0.06466666666666666,0.026333333333333334,0.8848908
0.06466666666666666,0.02666666666666667,0.88456976
0.066,0.02666666666666667,0.88329834
0.069,0.02666666666666667,0.8831167
0.06966666666666667,0.02666666666666667,0.88212764
0.07033333333333333,0.02666666666666667,0.8814981
0.07033333333333333,0.027,0.880803
0.07066666666666667,0.027,0.880759
0.077,0.027,0.8794539
0.077,0.028,0.87846375
0.078,0.028,0.87771046
0.078,0.028666666666666667,0.8759043
0.07933333333333334,0.028666666666666667,0.8739356
0.07933333333333334,0.029,0.8739183
0.07966666666666666,0.029,0.8732405
0.07966666666666666,0.029666666666666668,0.8727019
0.08,0.029666666666666668,0.87121296
0.08,0.030333333333333334,0.8703667
0.08033333333333334,0.030333333333333334,0.86895216
0.08033333333333334,0.03133333333333333,0.86724436
0.08166666666666667,0.03133333333333333,0.8654016
0.082,0.03133333333333333,0.864403
0.082,0.03166666666666667,0.86403763
0.08233333333333333,0.03166666666666667,0.8640359
0.08366666666666667,0.03166666666666667,0.8627002
0.08366666666666667,0.032,0.8616936
0.084,0.032,0.86065257
0.084,0.03233333333333333,0.8601105
0.08533333333333333,0.03233333333333333,0.8594563
0.08633333333333333,0.03233333333333333,0.8593451
0.08766666666666667,0.03233333333333333,0.85901153
0.08833333333333333,0.03233333333333333,0.8586023
0.09833333333333333,0.03233333333333333,0.85860085
0.09866666666666667,0.03233333333333333,0.8577888
0.09866666666666667,0.03266666666666666,0.8575934
0.099,0.03266666666666666,0.85728955
0.099,0.03333333333333333,0.8548025
0.09933333333333333,0.03333333333333333,0.8542992
0.09933333333333333,0.034333333333333334,0.8528385
0.09966666666666667,0.034333333333333334,0.85266113
0.09966666666666667,0.034666666666666665,0.8524741
0.09966666666666667,0.035333333333333335,0.85186434
0.10533333333333333,0.035333333333333335,0.85131276
0.10566666666666667,0.035333333333333335,0.85131156
0.10566666666666667,0.03666666666666667,0.84699
0.106,0.03666666666666667,0.8469392
0.106,0.03833333333333333,0.8461535
0.10666666666666667,0.03833333333333333,0.8449248
0.10666666666666667,0.039,0.8435857
0.10733333333333334,0.039,0.84338593
0.10733333333333334,0.03933333333333333,0.84289503
0.10766666666666666,0.03933333333333333,0.84252274
0.10766666666666666,0.04133333333333333,0.84030247
0.108,0.04133333333333333,0.8402927
0.108,0.042,0.8393874
0.10833333333333334,0.042,0.8393228
0.10833333333333334,0.042333333333333334,0.8390932
0.10866666666666666,0.042333333333333334,0.8386322
0.10866666666666666,0.043,0.8382487
0.10933333333333334,0.043,0.8372225
0.10933333333333334,0.043666666666666666,0.8370755
0.11066666666666666,0.043666666666666666,0.83562994
0.11133333333333334,0.043666666666666666,0.8349706
0.112,0.043666666666666666,0.83481467
0.112,0.044333333333333336,0.8337414
0.11266666666666666,0.044333333333333336,0.83251715
0.11266666666666666,0.045,0.83126724
0.11366666666666667,0.045,0.83056295
